country,city,date,cases_cum,cases
Netherlands,Eindhoven,2021-06-05,22699,48
Netherlands,Eindhoven,2021-06-06,22721,22
Netherlands,Eindhoven,2021-06-07,22746,25
Netherlands,Eindhoven,2021-06-08,22780,34
Netherlands,Eindhoven,2021-06-09,22804,24
Netherlands,Eindhoven,2021-06-10,22816,12
Netherlands,Eindhoven,2021-06-11,22831,15
Netherlands,Eindhoven,2021-06-12,22845,14
Netherlands,Eindhoven,2021-06-13,22859,14
Netherlands,Eindhoven,2021-06-14,22875,16
Netherlands,Eindhoven,2021-06-15,22895,20
Netherlands,Eindhoven,2021-06-16,22905,10
Netherlands,Eindhoven,2021-06-17,22910,5
Netherlands,Eindhoven,2021-06-18,22919,9
Netherlands,Eindhoven,2021-06-19,22929,10
Netherlands,Eindhoven,2021-06-20,22944,15
Netherlands,Eindhoven,2021-06-21,22948,4
Netherlands,Eindhoven,2021-06-22,22955,7
Netherlands,Eindhoven,2021-06-23,22968,13
Netherlands,Eindhoven,2021-06-24,22977,9
Netherlands,Eindhoven,2021-06-25,22984,7
Netherlands,Eindhoven,2021-06-26,22990,6
Netherlands,Eindhoven,2021-06-27,22997,7
Netherlands,Eindhoven,2021-06-28,23000,3
Netherlands,Eindhoven,2021-06-29,23006,6
Netherlands,Eindhoven,2021-06-30,23016,10
Netherlands,Eindhoven,2021-07-01,23032,16
Netherlands,Eindhoven,2021-07-02,23047,15
Netherlands,Eindhoven,2021-07-03,23067,20
Netherlands,Eindhoven,2021-07-04,23082,15
Netherlands,Eindhoven,2021-07-05,23112,30
Netherlands,Eindhoven,2021-07-06,23189,77
Netherlands,Eindhoven,2021-07-07,23259,70
Netherlands,Eindhoven,2021-07-08,23394,135
Netherlands,Eindhoven,2021-07-09,23500,106
Netherlands,Eindhoven,2021-07-10,23650,150
Netherlands,Eindhoven,2021-07-11,23795,145
Netherlands,Eindhoven,2021-07-12,23845,50
Netherlands,Eindhoven,2021-07-13,23936,91
Netherlands,Eindhoven,2021-07-14,24104,168
Netherlands,Eindhoven,2021-07-15,24271,167
Netherlands,Eindhoven,2021-07-16,24490,219
Netherlands,Eindhoven,2021-07-17,24689,199
Netherlands,Eindhoven,2021-07-18,24834,145
Netherlands,Eindhoven,2021-07-19,24914,80
Netherlands,Eindhoven,2021-07-20,24997,83
Netherlands,Eindhoven,2021-07-21,25105,108
Netherlands,Eindhoven,2021-07-22,25166,61
Netherlands,Eindhoven,2021-07-23,25297,131
Netherlands,Eindhoven,2021-07-24,25373,76
Netherlands,Eindhoven,2021-07-25,25448,75
Netherlands,Eindhoven,2021-07-26,25480,32
Netherlands,Eindhoven,2021-07-27,25523,43
Netherlands,Eindhoven,2021-07-28,25564,41
Netherlands,Eindhoven,2021-07-29,25655,91
Netherlands,Eindhoven,2021-07-30,25688,33
Netherlands,Eindhoven,2021-07-31,25719,31
Netherlands,Eindhoven,2021-08-01,25760,41
Netherlands,Eindhoven,2021-08-02,25778,18
Netherlands,Eindhoven,2021-08-03,25804,26
Netherlands,Eindhoven,2021-08-04,25845,41
Netherlands,Eindhoven,2021-08-05,25881,36
Netherlands,Eindhoven,2021-08-06,25911,30
Netherlands,Eindhoven,2021-08-07,25941,30
Netherlands,Eindhoven,2021-08-08,25959,18
Netherlands,Eindhoven,2021-08-09,25990,31
Netherlands,Eindhoven,2021-08-10,26020,30
Netherlands,Eindhoven,2021-08-11,26044,24
Netherlands,Eindhoven,2021-08-12,26077,33
Netherlands,Eindhoven,2021-08-13,26113,36
Netherlands,Eindhoven,2021-08-14,26132,19
Netherlands,Eindhoven,2021-08-15,26168,36
Netherlands,Eindhoven,2021-08-16,26184,16
Netherlands,Eindhoven,2021-08-17,26214,30
Netherlands,Eindhoven,2021-08-18,26242,28
Netherlands,Eindhoven,2021-08-19,26274,32
Netherlands,Eindhoven,2021-08-20,26284,10
Netherlands,Eindhoven,2021-08-21,26316,32
Netherlands,Eindhoven,2021-08-22,26350,34
Netherlands,Eindhoven,2021-08-23,26371,21
Netherlands,Eindhoven,2021-08-24,26395,24
Netherlands,Eindhoven,2021-08-25,26433,38
Netherlands,Eindhoven,2021-08-26,26472,39
Netherlands,Eindhoven,2021-08-27,26502,30
Netherlands,Eindhoven,2021-08-28,26528,26
Netherlands,Eindhoven,2021-08-29,26548,20
Netherlands,Eindhoven,2021-08-30,26565,17
Netherlands,Eindhoven,2021-08-31,26585,20
Netherlands,Eindhoven,2021-09-01,26606,21
Netherlands,Eindhoven,2021-09-02,26622,16
Netherlands,Eindhoven,2021-09-03,26667,45
Netherlands,Eindhoven,2021-09-04,26720,53
Netherlands,Eindhoven,2021-09-05,26745,25
Netherlands,Eindhoven,2021-09-06,26774,29
Netherlands,Eindhoven,2021-09-07,26809,35
Netherlands,Eindhoven,2021-09-08,26850,41
Netherlands,Eindhoven,2021-09-09,26874,24
Netherlands,Eindhoven,2021-09-10,26906,32
Netherlands,Eindhoven,2021-09-11,26920,14
Netherlands,Eindhoven,2021-09-12,26952,32
Netherlands,Eindhoven,2021-09-13,26988,36
Netherlands,Eindhoven,2021-09-14,27014,26
Netherlands,Eindhoven,2021-09-15,27039,25
Netherlands,Eindhoven,2021-09-16,27064,25
Netherlands,Eindhoven,2021-09-17,27080,16
Netherlands,Eindhoven,2021-09-18,27094,14
Netherlands,Eindhoven,2021-09-19,27117,23
Netherlands,Eindhoven,2021-09-20,27132,15
Netherlands,Eindhoven,2021-09-21,27141,9
Netherlands,Eindhoven,2021-09-22,27154,13
Netherlands,Eindhoven,2021-09-23,27177,23
Netherlands,Eindhoven,2021-09-24,27195,18
Netherlands,Eindhoven,2021-09-25,27199,4
Netherlands,Eindhoven,2021-09-26,27223,24
Netherlands,Eindhoven,2021-09-27,27238,15
Netherlands,Eindhoven,2021-09-28,27265,27
Netherlands,Eindhoven,2021-09-29,27280,15
Netherlands,Eindhoven,2021-09-30,27300,20
Netherlands,Eindhoven,2021-10-01,27305,5
Netherlands,Eindhoven,2021-10-02,27328,23
Netherlands,Eindhoven,2021-10-03,27345,17
Netherlands,Eindhoven,2021-10-04,27363,18
Netherlands,Eindhoven,2021-10-05,27392,29
Netherlands,Eindhoven,2021-10-06,27424,32
Netherlands,Eindhoven,2021-10-07,27447,23
Netherlands,Eindhoven,2021-10-08,27477,30
Netherlands,Eindhoven,2021-10-09,27513,36
Netherlands,Eindhoven,2021-10-10,27535,22
Netherlands,Eindhoven,2021-10-11,27555,20
Netherlands,Eindhoven,2021-10-12,27578,23
Netherlands,Eindhoven,2021-10-13,27599,21
Netherlands,Eindhoven,2021-10-14,27626,27
Netherlands,Eindhoven,2021-10-15,27640,14
Netherlands,Eindhoven,2021-10-16,27666,26
Netherlands,Eindhoven,2021-10-17,27701,35
Netherlands,Eindhoven,2021-10-18,27725,24
Netherlands,Eindhoven,2021-10-19,27751,26
Netherlands,Eindhoven,2021-10-20,27787,36
Netherlands,Eindhoven,2021-10-21,27839,52
Netherlands,Eindhoven,2021-10-22,27854,15
Netherlands,Eindhoven,2021-10-23,27918,64
Netherlands,Eindhoven,2021-10-24,27955,37
Netherlands,Eindhoven,2021-10-25,28026,71
Netherlands,Eindhoven,2021-10-26,28063,37
Netherlands,Eindhoven,2021-10-27,28136,73
Netherlands,Eindhoven,2021-10-28,28217,81
Netherlands,Eindhoven,2021-10-29,28290,73
Netherlands,Eindhoven,2021-10-30,28329,39
Netherlands,Eindhoven,2021-10-31,28426,97
Netherlands,Eindhoven,2021-11-01,28518,92
Netherlands,Eindhoven,2021-11-02,28617,99
Netherlands,Eindhoven,2021-11-03,28718,101
Netherlands,Eindhoven,2021-11-04,28838,120
Netherlands,Eindhoven,2021-11-05,28929,91
Netherlands,Eindhoven,2021-11-06,29101,172
Netherlands,Eindhoven,2021-11-07,29176,75
Netherlands,Eindhoven,2021-11-08,29281,105
Netherlands,Eindhoven,2021-11-09,29415,134
Netherlands,Eindhoven,2021-11-10,29547,132
Netherlands,Eindhoven,2021-11-11,29705,158
Netherlands,Eindhoven,2021-11-12,29897,192
Netherlands,Eindhoven,2021-11-13,29988,91
Netherlands,Eindhoven,2021-11-14,30210,222
Netherlands,Eindhoven,2021-11-15,30409,199
Netherlands,Eindhoven,2021-11-16,30648,239
Netherlands,Eindhoven,2021-11-17,30938,290
Netherlands,Eindhoven,2021-11-18,31240,302
Netherlands,Eindhoven,2021-11-19,31502,262
Netherlands,Eindhoven,2021-11-20,31783,281
Netherlands,Eindhoven,2021-11-21,31995,212
Netherlands,Eindhoven,2021-11-22,32297,302
Netherlands,Eindhoven,2021-11-23,32529,232
Netherlands,Eindhoven,2021-11-24,32849,320
Netherlands,Eindhoven,2021-11-25,33054,205
Netherlands,Eindhoven,2021-11-26,33293,239
Netherlands,Eindhoven,2021-11-27,33504,211
Netherlands,Eindhoven,2021-11-28,33752,248
Netherlands,Eindhoven,2021-11-29,34005,253
Netherlands,Eindhoven,2021-11-30,34289,284
Netherlands,Eindhoven,2021-12-01,34631,342
Netherlands,Eindhoven,2021-12-02,34769,138
Netherlands,Eindhoven,2021-12-03,35053,284
Netherlands,Eindhoven,2021-12-04,35378,325
Netherlands,Eindhoven,2021-12-05,35724,346
Netherlands,Eindhoven,2021-12-06,36019,295
Netherlands,Eindhoven,2021-12-07,36269,250
Netherlands,Eindhoven,2021-12-08,36507,238
Netherlands,Eindhoven,2021-12-09,36864,357
Netherlands,Eindhoven,2021-12-10,37085,221
Netherlands,Eindhoven,2021-12-11,37362,277
Netherlands,Eindhoven,2021-12-12,37569,207
Netherlands,Eindhoven,2021-12-13,37725,156
Netherlands,Eindhoven,2021-12-14,37937,212
Netherlands,Eindhoven,2021-12-15,38045,108
Netherlands,Eindhoven,2021-12-16,38378,333
Netherlands,Eindhoven,2021-12-17,38535,157
Netherlands,Eindhoven,2021-12-18,38721,186
Netherlands,Eindhoven,2021-12-19,38885,164
Netherlands,Eindhoven,2021-12-20,39036,151
Netherlands,Eindhoven,2021-12-21,39139,103
Netherlands,Eindhoven,2021-12-22,39301,162
Netherlands,Eindhoven,2021-12-23,39597,296
Netherlands,Eindhoven,2021-12-24,39753,156
Netherlands,Eindhoven,2021-12-25,39890,137
Netherlands,Eindhoven,2021-12-26,40047,157
Netherlands,Eindhoven,2021-12-27,40247,200
Netherlands,Eindhoven,2021-12-28,40370,123
Netherlands,Eindhoven,2021-12-29,40588,218
Netherlands,Eindhoven,2021-12-30,40804,216
Netherlands,Eindhoven,2021-12-31,41000,196
Netherlands,Eindhoven,2022-01-01,41202,202
Netherlands,Eindhoven,2022-01-02,41396,194
Netherlands,Eindhoven,2022-01-03,41563,167
Netherlands,Eindhoven,2022-01-04,41953,390
Netherlands,Eindhoven,2022-01-05,42190,237
Netherlands,Eindhoven,2022-01-06,42701,511
Netherlands,Eindhoven,2022-01-07,43005,304
Netherlands,Eindhoven,2022-01-08,43370,365
Netherlands,Eindhoven,2022-01-09,43753,383
Netherlands,Eindhoven,2022-01-10,44162,409
Netherlands,Eindhoven,2022-01-11,44590,428
Netherlands,Eindhoven,2022-01-12,45130,540
Netherlands,Eindhoven,2022-01-13,45455,325
Netherlands,Eindhoven,2022-01-14,45911,456
Netherlands,Eindhoven,2022-01-15,46422,511
Netherlands,Eindhoven,2022-01-16,46929,507
Netherlands,Eindhoven,2022-01-17,47463,534
Netherlands,Eindhoven,2022-01-18,47782,319
Netherlands,Eindhoven,2022-01-19,48412,630
Netherlands,Eindhoven,2022-01-20,48961,549
Netherlands,Eindhoven,2022-01-21,49239,278
Netherlands,Eindhoven,2022-01-22,49297,58
Netherlands,Eindhoven,2022-01-23,49438,141
Netherlands,Eindhoven,2022-01-24,49598,160
Netherlands,Eindhoven,2022-01-25,49632,34
Netherlands,Eindhoven,2022-01-26,50928,1296
Netherlands,Eindhoven,2022-01-27,52937,2009
Netherlands,Eindhoven,2022-01-28,53687,750
Netherlands,Eindhoven,2022-01-29,53924,237
Netherlands,Eindhoven,2022-01-30,54629,705
Netherlands,Eindhoven,2022-01-31,58000,3371
Netherlands,Eindhoven,2022-02-01,59909,1909
Netherlands,Eindhoven,2022-02-02,60726,817
Netherlands,Eindhoven,2022-02-03,62191,1465
Netherlands,Eindhoven,2022-02-04,62390,199
Netherlands,Eindhoven,2022-02-05,63161,771
Netherlands,Eindhoven,2022-02-06,64488,1327
Netherlands,Eindhoven,2022-02-07,64750,262
Netherlands,Eindhoven,2022-02-08,69845,5095
Netherlands,Eindhoven,2022-02-09,70925,1080
Netherlands,Eindhoven,2022-02-10,71910,985
Netherlands,Eindhoven,2022-02-11,72993,1083
Netherlands,Eindhoven,2022-02-12,73761,768
Netherlands,Eindhoven,2022-02-13,74333,572
Netherlands,Eindhoven,2022-02-14,74942,609
Netherlands,Eindhoven,2022-02-15,75655,713
Netherlands,Eindhoven,2022-02-16,76277,622
Netherlands,Eindhoven,2022-02-17,77074,797
Netherlands,Eindhoven,2022-02-18,77691,617
Netherlands,Eindhoven,2022-02-19,77949,258
Netherlands,Eindhoven,2022-02-20,78507,558
Netherlands,Eindhoven,2022-02-21,78919,412
Netherlands,Eindhoven,2022-02-22,79414,495
Netherlands,Eindhoven,2022-02-23,79978,564
Netherlands,Eindhoven,2022-02-24,80550,572
Netherlands,Eindhoven,2022-02-25,81013,463
Netherlands,Eindhoven,2022-02-26,81419,406
Netherlands,Eindhoven,2022-02-27,81736,317
Netherlands,Eindhoven,2022-02-28,82119,383
Netherlands,Eindhoven,2022-03-01,82757,638
Netherlands,Eindhoven,2022-03-02,83586,829
Netherlands,Eindhoven,2022-03-03,84506,920
Netherlands,Eindhoven,2022-03-04,85865,1359
Netherlands,Eindhoven,2022-03-05,87605,1740
Netherlands,Eindhoven,2022-03-06,88919,1314
Netherlands,Eindhoven,2022-03-07,90130,1211
Netherlands,Eindhoven,2022-03-08,91347,1217
Netherlands,Eindhoven,2022-03-09,92720,1373
Netherlands,Eindhoven,2022-03-10,94098,1378
Netherlands,Eindhoven,2022-03-11,95311,1213
Netherlands,Eindhoven,2022-03-12,95934,623
Netherlands,Eindhoven,2022-03-13,96592,658
Netherlands,Eindhoven,2022-03-14,97176,584
Netherlands,Eindhoven,2022-03-15,97895,719
Netherlands,Eindhoven,2022-03-16,98584,689
Netherlands,Eindhoven,2022-03-17,99189,605
Netherlands,Eindhoven,2022-03-18,99824,635
Netherlands,Eindhoven,2022-03-19,100261,437
Netherlands,Eindhoven,2022-03-20,100612,351
Netherlands,Eindhoven,2022-03-21,100950,338
Netherlands,Eindhoven,2022-03-22,101413,463
Netherlands,Eindhoven,2022-03-23,101847,434
Netherlands,Eindhoven,2022-03-24,102295,448
Netherlands,Eindhoven,2022-03-25,102627,332
Netherlands,Eindhoven,2022-03-26,102946,319
Netherlands,Eindhoven,2022-03-27,103202,256
Netherlands,Eindhoven,2022-03-28,103444,242
Netherlands,Eindhoven,2022-03-29,103774,330
Netherlands,Eindhoven,2022-03-30,104044,270
Netherlands,Eindhoven,2022-03-31,104324,280
Netherlands,Eindhoven,2022-04-01,104492,168
Netherlands,Eindhoven,2022-04-02,104660,168
Netherlands,Eindhoven,2022-04-03,104786,126
Netherlands,Eindhoven,2022-04-04,104900,114
Netherlands,Eindhoven,2022-04-05,105065,165
Netherlands,Eindhoven,2022-04-06,105167,102
Netherlands,Eindhoven,2022-04-07,105319,152
Netherlands,Eindhoven,2022-04-08,105438,119
Netherlands,Eindhoven,2022-04-09,105529,91
Netherlands,Eindhoven,2022-04-10,105606,77
Netherlands,Eindhoven,2022-04-11,105670,64
Netherlands,Eindhoven,2022-04-12,105706,36
Netherlands,Eindhoven,2022-04-13,105761,55
Netherlands,Eindhoven,2022-04-14,105802,41
Netherlands,Eindhoven,2022-04-15,105842,40
Netherlands,Eindhoven,2022-04-16,105884,42
Netherlands,Eindhoven,2022-04-17,105920,36
Netherlands,Eindhoven,2022-04-18,105951,31
Netherlands,Eindhoven,2022-04-19,105986,35
Netherlands,Eindhoven,2022-04-20,106014,28
Netherlands,Eindhoven,2022-04-21,106055,41
Netherlands,Eindhoven,2022-04-22,106088,33
Netherlands,Eindhoven,2022-04-23,106097,9
Netherlands,Eindhoven,2022-04-24,106128,31
Netherlands,Eindhoven,2022-04-25,106167,39
Netherlands,Eindhoven,2022-04-26,106193,26
Netherlands,Eindhoven,2022-04-27,106209,16
Netherlands,Eindhoven,2022-04-28,106226,17
Netherlands,Eindhoven,2022-04-29,106238,12
Netherlands,Eindhoven,2022-04-30,106274,36
Netherlands,Eindhoven,2022-05-01,106285,11
Netherlands,Eindhoven,2022-05-02,106301,16
Netherlands,Eindhoven,2022-05-03,106320,19
Netherlands,Eindhoven,2022-05-04,106341,21
Netherlands,Eindhoven,2022-05-05,106369,28
Netherlands,Eindhoven,2022-05-06,106381,12
Netherlands,Eindhoven,2022-05-07,106400,19
Netherlands,Eindhoven,2022-05-08,106409,9
Netherlands,Eindhoven,2022-05-09,106425,16
Netherlands,Eindhoven,2022-05-10,106445,20
Netherlands,Eindhoven,2022-05-11,106465,20
Netherlands,Eindhoven,2022-05-12,106485,20
Netherlands,Eindhoven,2022-05-13,106496,11
Netherlands,Eindhoven,2022-05-14,106508,12
Netherlands,Eindhoven,2022-05-15,106516,8
Netherlands,Eindhoven,2022-05-16,106522,6
Netherlands,Eindhoven,2022-05-17,106545,23
Netherlands,Eindhoven,2022-05-18,106561,16
Netherlands,Eindhoven,2022-05-19,106579,18
Netherlands,Eindhoven,2022-05-20,106597,18
Netherlands,Eindhoven,2022-05-21,106610,13
Netherlands,Eindhoven,2022-05-22,106616,6
Netherlands,Eindhoven,2022-05-23,106630,14
Netherlands,Eindhoven,2022-05-24,106641,11
Netherlands,Eindhoven,2022-05-25,106649,8
Netherlands,Eindhoven,2022-05-26,106675,26
Netherlands,Eindhoven,2022-05-27,106682,7
Netherlands,Eindhoven,2022-05-28,106698,16
Netherlands,Eindhoven,2022-05-29,106709,11
Netherlands,Eindhoven,2022-05-30,106716,7
Netherlands,Eindhoven,2022-05-31,106736,20
Netherlands,Eindhoven,2022-06-01,106749,13
Netherlands,Eindhoven,2022-06-02,106760,11
Netherlands,Eindhoven,2022-06-03,106781,21
Netherlands,Eindhoven,2022-06-04,106805,24
Netherlands,Eindhoven,2022-06-05,106818,13
Netherlands,Eindhoven,2022-06-06,106827,9
Netherlands,Eindhoven,2022-06-07,106843,16
Netherlands,Eindhoven,2022-06-08,106865,22
Netherlands,Eindhoven,2022-06-09,106889,24
Netherlands,Eindhoven,2022-06-10,106913,24
Netherlands,Eindhoven,2022-06-11,106942,29
Netherlands,Eindhoven,2022-06-12,106966,24
Netherlands,Eindhoven,2022-06-13,106986,20
Netherlands,Eindhoven,2022-06-14,107017,31
Netherlands,Eindhoven,2022-06-15,107053,36
Netherlands,Eindhoven,2022-06-16,107099,46
Netherlands,Eindhoven,2022-06-17,107142,43
Netherlands,Eindhoven,2022-06-18,107195,53
Netherlands,Eindhoven,2022-06-19,107245,50
Netherlands,Eindhoven,2022-06-20,107281,36
Netherlands,Eindhoven,2022-06-21,107305,24
Netherlands,Eindhoven,2022-06-22,107398,93
Netherlands,Eindhoven,2022-06-23,107438,40
Netherlands,Eindhoven,2022-06-24,107541,103
Netherlands,Eindhoven,2022-06-25,107564,23
Netherlands,Eindhoven,2022-06-26,107665,101
Netherlands,Eindhoven,2022-06-27,107676,11
Netherlands,Eindhoven,2022-06-28,107719,43
Netherlands,Eindhoven,2022-06-29,107821,102
Netherlands,Eindhoven,2022-06-30,107860,39
Netherlands,Eindhoven,2022-07-01,107939,79
Netherlands,Eindhoven,2022-07-02,107991,52
Netherlands,Eindhoven,2022-07-03,108036,45
Netherlands,Eindhoven,2022-07-04,108053,17
Netherlands,Eindhoven,2022-07-05,108152,99
Netherlands,Eindhoven,2022-07-06,108213,61
Netherlands,Eindhoven,2022-07-07,108292,79
Netherlands,Eindhoven,2022-07-08,108371,79
Netherlands,Eindhoven,2022-07-09,108452,81
Netherlands,Eindhoven,2022-07-10,108511,59
Netherlands,Eindhoven,2022-07-11,108527,16
Netherlands,Eindhoven,2022-07-12,108613,86
Netherlands,Eindhoven,2022-07-13,108706,93
Netherlands,Eindhoven,2022-07-14,108791,85
Netherlands,Eindhoven,2022-07-15,108853,62
Netherlands,Eindhoven,2022-07-16,108921,68
Netherlands,Eindhoven,2022-07-17,108967,46
Netherlands,Eindhoven,2022-07-18,108976,9
Netherlands,Eindhoven,2022-07-19,109049,73
Netherlands,Eindhoven,2022-07-20,109166,117
Netherlands,Eindhoven,2022-07-21,109213,47
Netherlands,Eindhoven,2022-07-22,109359,146
Netherlands,Eindhoven,2022-07-23,109406,47
Netherlands,Eindhoven,2022-07-24,109481,75
Netherlands,Eindhoven,2022-07-25,109487,6
Netherlands,Eindhoven,2022-07-26,109549,62
Netherlands,Eindhoven,2022-07-27,109651,102
Netherlands,Eindhoven,2022-07-28,109677,26
Netherlands,Eindhoven,2022-07-29,109751,74
Netherlands,Eindhoven,2022-07-30,109777,26
Netherlands,Eindhoven,2022-07-31,109826,49
Netherlands,Eindhoven,2022-08-01,109836,10
Netherlands,Eindhoven,2022-08-02,109863,27
Netherlands,Eindhoven,2022-08-03,109930,67
Netherlands,Eindhoven,2022-08-04,109949,19
Netherlands,Eindhoven,2022-08-05,109998,49
Netherlands,Eindhoven,2022-08-06,110013,15
Netherlands,Eindhoven,2022-08-07,110053,40
Netherlands,Eindhoven,2022-08-08,110056,3
Netherlands,Eindhoven,2022-08-09,110078,22
Netherlands,Eindhoven,2022-08-10,110129,51
Netherlands,Eindhoven,2022-08-11,110138,9
Netherlands,Eindhoven,2022-08-12,110181,43
Netherlands,Eindhoven,2022-08-13,110202,21
Netherlands,Eindhoven,2022-08-14,110237,35
Netherlands,Eindhoven,2022-08-15,110239,2
Netherlands,Eindhoven,2022-08-16,110266,27
Netherlands,Eindhoven,2022-08-17,110307,41
Netherlands,Eindhoven,2022-08-18,110309,2
Netherlands,Eindhoven,2022-08-19,110362,53
Netherlands,Eindhoven,2022-08-20,110381,19
Netherlands,Eindhoven,2022-08-21,110391,10
Netherlands,Eindhoven,2022-08-22,110394,3
Netherlands,Eindhoven,2022-08-23,110414,20
Netherlands,Eindhoven,2022-08-24,110443,29
Netherlands,Eindhoven,2022-08-25,110452,9
Netherlands,Eindhoven,2022-08-26,110470,18
Netherlands,Eindhoven,2022-08-27,110472,2
Netherlands,Eindhoven,2022-08-28,110495,23
Netherlands,Eindhoven,2022-08-29,110497,2
Netherlands,Eindhoven,2022-08-30,110507,10
Netherlands,Eindhoven,2022-08-31,110529,22
Netherlands,Eindhoven,2022-09-01,110540,11
Netherlands,Eindhoven,2022-09-02,110571,31
Netherlands,Eindhoven,2022-09-03,110581,10
Netherlands,Eindhoven,2022-09-04,110597,16
Netherlands,Eindhoven,2022-09-05,110599,2
Netherlands,Eindhoven,2022-09-06,110613,14
Netherlands,Eindhoven,2022-09-07,110658,45
Netherlands,Eindhoven,2022-09-08,110669,11
Netherlands,Eindhoven,2022-09-09,110691,22
Netherlands,Rotterdam,2020-03-02,NA,0
Netherlands,Rotterdam,2020-03-03,1,0
Netherlands,Rotterdam,2020-03-04,3,2
Netherlands,Rotterdam,2020-03-05,5,2
Netherlands,Rotterdam,2020-03-06,9,4
Netherlands,Rotterdam,2020-03-07,11,2
Netherlands,Rotterdam,2020-03-08,14,3
Netherlands,Rotterdam,2020-03-09,14,0
Netherlands,Rotterdam,2020-03-10,15,1
Netherlands,Rotterdam,2020-03-11,15,0
Netherlands,Rotterdam,2020-03-12,15,0
Netherlands,Rotterdam,2020-03-13,20,5
Netherlands,Rotterdam,2020-03-14,24,4
Netherlands,Rotterdam,2020-03-15,25,1
Netherlands,Rotterdam,2020-03-16,30,5
Netherlands,Rotterdam,2020-03-17,41,11
Netherlands,Rotterdam,2020-03-18,58,17
Netherlands,Rotterdam,2020-03-19,81,23
Netherlands,Rotterdam,2020-03-20,104,23
Netherlands,Rotterdam,2020-03-21,120,16
Netherlands,Rotterdam,2020-03-22,139,19
Netherlands,Rotterdam,2020-03-23,149,10
Netherlands,Rotterdam,2020-03-24,163,14
Netherlands,Rotterdam,2020-03-25,186,23
Netherlands,Rotterdam,2020-03-26,204,18
Netherlands,Rotterdam,2020-03-27,249,45
Netherlands,Rotterdam,2020-03-28,308,59
Netherlands,Rotterdam,2020-03-29,341,33
Netherlands,Rotterdam,2020-03-30,375,34
Netherlands,Rotterdam,2020-03-31,NA,0
Netherlands,Rotterdam,2020-04-01,NA,0
Netherlands,Rotterdam,2020-04-02,NA,0
Netherlands,Rotterdam,2020-04-03,NA,0
Netherlands,Rotterdam,2020-04-04,NA,0
Netherlands,Rotterdam,2020-04-05,NA,0
Netherlands,Rotterdam,2020-04-06,NA,0
Netherlands,Rotterdam,2020-04-07,NA,0
Netherlands,Rotterdam,2020-04-08,863,0
Netherlands,Rotterdam,2020-04-09,947,84
Netherlands,Rotterdam,2020-04-10,985,38
Netherlands,Rotterdam,2020-04-11,1120,135
Netherlands,Rotterdam,2020-04-12,1180,60
Netherlands,Rotterdam,2020-04-13,1230,50
Netherlands,Rotterdam,2020-04-14,1281,51
Netherlands,Rotterdam,2020-04-15,1323,42
Netherlands,Rotterdam,2020-04-16,1374,51
Netherlands,Rotterdam,2020-04-17,1420,46
Netherlands,Rotterdam,2020-04-18,1502,82
Netherlands,Rotterdam,2020-04-19,1557,55
Netherlands,Rotterdam,2020-04-20,1586,29
Netherlands,Rotterdam,2020-04-21,1620,34
Netherlands,Rotterdam,2020-04-22,1651,31
Netherlands,Rotterdam,2020-04-23,1701,50
Netherlands,Rotterdam,2020-04-24,1746,45
Netherlands,Rotterdam,2020-04-25,1788,42
Netherlands,Rotterdam,2020-04-26,1823,35
Netherlands,Rotterdam,2020-04-27,1857,34
Netherlands,Rotterdam,2020-04-28,1860,3
Netherlands,Rotterdam,2020-04-29,1890,30
Netherlands,Rotterdam,2020-04-30,1926,36
Netherlands,Rotterdam,2020-05-01,1967,41
Netherlands,Rotterdam,2020-05-02,1999,32
Netherlands,Rotterdam,2020-05-03,2025,26
Netherlands,Rotterdam,2020-05-04,2025,0
Netherlands,Rotterdam,2020-05-05,2056,31
Netherlands,Rotterdam,2020-05-06,2061,5
Netherlands,Rotterdam,2020-05-07,2095,34
Netherlands,Rotterdam,2020-05-08,2104,9
Netherlands,Rotterdam,2020-05-09,2122,18
Netherlands,Rotterdam,2020-05-10,2135,13
Netherlands,Rotterdam,2020-05-11,2139,4
Netherlands,Rotterdam,2020-05-12,2161,22
Netherlands,Rotterdam,2020-05-13,2178,17
Netherlands,Rotterdam,2020-05-14,2194,16
Netherlands,Rotterdam,2020-05-15,2205,11
Netherlands,Rotterdam,2020-05-16,2229,24
Netherlands,Rotterdam,2020-05-17,2236,7
Netherlands,Rotterdam,2020-05-18,2258,22
Netherlands,Rotterdam,2020-05-19,2264,6
Netherlands,Rotterdam,2020-05-20,2273,9
Netherlands,Rotterdam,2020-05-21,2299,26
Netherlands,Rotterdam,2020-05-22,2312,13
Netherlands,Rotterdam,2020-05-23,2317,5
Netherlands,Rotterdam,2020-05-24,2327,10
Netherlands,Rotterdam,2020-05-25,2341,14
Netherlands,Rotterdam,2020-05-26,2346,5
Netherlands,Rotterdam,2020-05-27,2357,11
Netherlands,Rotterdam,2020-05-28,2363,6
Netherlands,Rotterdam,2020-05-29,2366,3
Netherlands,Rotterdam,2020-05-30,2372,6
Netherlands,Rotterdam,2020-05-31,2373,1
Netherlands,Rotterdam,2020-06-01,2376,3
Netherlands,Rotterdam,2020-06-02,2378,2
Netherlands,Rotterdam,2020-06-03,2384,6
Netherlands,Rotterdam,2020-06-04,2395,11
Netherlands,Rotterdam,2020-06-05,2416,21
Netherlands,Rotterdam,2020-06-06,2434,18
