"regionname,""date"",""cases"""
Nevada,2021-11-15,798
New York,2021-11-15,7828
Ohio,2021-11-15,6694
Oklahoma,2021-11-15,988
Oregon,2021-11-15,909
Pennsylvania,2021-11-15,7825
PR,2021-11-15,32
Rhode Island,2021-11-15,4
South Carolina,2021-11-15,688
South Dakota,2021-11-15,187
Tennessee,2021-11-15,1565
Texas,2021-11-15,4671
Utah,2021-11-15,2085
Virginia,2021-11-15,1587
Vermont,2021-11-15,532
Washington,2021-11-15,1872
Wisconsin,2021-11-15,3517
Wyoming,2021-11-15,317
Alaska,2021-11-16,463
Alabama,2021-11-16,632
Arkansas,2021-11-16,660
Arizona,2021-11-16,4670
California,2021-11-16,5923
Colorado,2021-11-16,3681
Connecticut,2021-11-16,1
District of Columbia,2021-11-16,93
Delaware,2021-11-16,371
Florida,2021-11-16,6519
Georgia,2021-11-16,1035
Guam,2021-11-16,31
Hawaii,2021-11-16,1092
Iowa,2021-11-16,1
Idaho,2021-11-16,472
Illinois,2021-11-16,4087
Indiana,2021-11-16,3691
Kansas,2021-11-16,1370
Kentucky,2021-11-16,1346
Louisiana,2021-11-16,425
Massachusetts,2021-11-16,3092
Maryland,2021-11-16,1501
Maine,2021-11-16,988
Michigan,2021-11-16,3818
Minnesota,2021-11-16,5249
Missouri,2021-11-16,1736
Mississippi,2021-11-16,7
Montana,2021-11-16,421
North Carolina,2021-11-16,2211
North Dakota,2021-11-16,453
Nebraska,2021-11-16,708
New Hampshire,2021-11-16,18
New Jersey,2021-11-16,2300
New Mexico,2021-11-16,1128
Nevada,2021-11-16,670
New York,2021-11-16,6996
Ohio,2021-11-16,6492
Oklahoma,2021-11-16,989
Oregon,2021-11-16,853
Pennsylvania,2021-11-16,6723
PR,2021-11-16,18
Rhode Island,2021-11-16,33
South Carolina,2021-11-16,511
South Dakota,2021-11-16,159
Tennessee,2021-11-16,1389
Texas,2021-11-16,3498
Utah,2021-11-16,1613
Virginia,2021-11-16,1950
Vermont,2021-11-16,394
Washington,2021-11-16,1620
Wisconsin,2021-11-16,3110
Wyoming,2021-11-16,235
Alaska,2021-11-17,365
Alabama,2021-11-17,523
Arkansas,2021-11-17,703
Arizona,2021-11-17,5121
California,2021-11-17,5703
Colorado,2021-11-17,4335
Connecticut,2021-11-17,3
District of Columbia,2021-11-17,92
Delaware,2021-11-17,418
Florida,2021-11-17,747
Georgia,2021-11-17,1054
Guam,2021-11-17,25
Hawaii,2021-11-17,18
Idaho,2021-11-17,405
Illinois,2021-11-17,4427
Indiana,2021-11-17,3843
Kansas,2021-11-17,1307
Kentucky,2021-11-17,1361
Louisiana,2021-11-17,507
Massachusetts,2021-11-17,3002
Maryland,2021-11-17,1562
Maine,2021-11-17,863
Michigan,2021-11-17,3720
Minnesota,2021-11-17,5208
Missouri,2021-11-17,1705
Mississippi,2021-11-17,4
Montana,2021-11-17,520
North Carolina,2021-11-17,2137
North Dakota,2021-11-17,500
Nebraska,2021-11-17,739
New Hampshire,2021-11-17,12
New Jersey,2021-11-17,2373
New Mexico,2021-11-17,1792
Nevada,2021-11-17,648
New York,2021-11-17,6911
Ohio,2021-11-17,6061
Oklahoma,2021-11-17,967
Oregon,2021-11-17,755
Pennsylvania,2021-11-17,6953
PR,2021-11-17,26
Rhode Island,2021-11-17,58
South Carolina,2021-11-17,713
South Dakota,2021-11-17,113
Tennessee,2021-11-17,1330
Texas,2021-11-17,2710
Utah,2021-11-17,1547
Virginia,2021-11-17,1702
Vermont,2021-11-17,392
Washington,2021-11-17,1478
Wisconsin,2021-11-17,2967
Wyoming,2021-11-17,255
Alaska,2021-11-18,364
Alabama,2021-11-18,684
Arkansas,2021-11-18,506
Arizona,2021-11-18,4561
California,2021-11-18,5095
Colorado,2021-11-18,3644
Connecticut,2021-11-18,2
District of Columbia,2021-11-18,133
Delaware,2021-11-18,464
Florida,2021-11-18,784
Georgia,2021-11-18,1074
Guam,2021-11-18,15
Hawaii,2021-11-18,22
Idaho,2021-11-18,380
Illinois,2021-11-18,4508
Indiana,2021-11-18,3601
Kansas,2021-11-18,1190
Kentucky,2021-11-18,1237
Louisiana,2021-11-18,445
Massachusetts,2021-11-18,3102
Maryland,2021-11-18,1397
Maine,2021-11-18,834
Michigan,2021-11-18,3806
Minnesota,2021-11-18,4532
Missouri,2021-11-18,1711
Mississippi,2021-11-18,7
Montana,2021-11-18,426
North Carolina,2021-11-18,2124
North Dakota,2021-11-18,389
Nebraska,2021-11-18,486
New Hampshire,2021-11-18,16
New Jersey,2021-11-18,2320
New Mexico,2021-11-18,1921
Nevada,2021-11-18,554
New York,2021-11-18,7053
Ohio,2021-11-18,5969
Oklahoma,2021-11-18,969
Oregon,2021-11-18,541
Pennsylvania,2021-11-18,6786
PR,2021-11-18,26
Rhode Island,2021-11-18,45
South Carolina,2021-11-18,586
South Dakota,2021-11-18,139
Tennessee,2021-11-18,1408
Texas,2021-11-18,3447
Utah,2021-11-18,1517
Virginia,2021-11-18,1598
Vermont,2021-11-18,375
Washington,2021-11-18,1314
Wisconsin,2021-11-18,2860
Wyoming,2021-11-18,207
Alaska,2021-11-19,316
Alabama,2021-11-19,565
Arkansas,2021-11-19,634
Arizona,2021-11-19,4231
California,2021-11-19,5038
Colorado,2021-11-19,3230
Connecticut,2021-11-19,2
District of Columbia,2021-11-19,131
Delaware,2021-11-19,485
Florida,2021-11-19,699
Georgia,2021-11-19,1133
Guam,2021-11-19,15
Hawaii,2021-11-19,19
Idaho,2021-11-19,379
Illinois,2021-11-19,5949
Indiana,2021-11-19,3373
Kansas,2021-11-19,1174
Kentucky,2021-11-19,1132
Louisiana,2021-11-19,365
Massachusetts,2021-11-19,3022
Maryland,2021-11-19,1246
Maine,2021-11-19,744
Michigan,2021-11-19,3230
Minnesota,2021-11-19,4461
Missouri,2021-11-19,1661
Mississippi,2021-11-19,9
Montana,2021-11-19,387
North Carolina,2021-11-19,1964
North Dakota,2021-11-19,465
Nebraska,2021-11-19,351
New Hampshire,2021-11-19,9
New Jersey,2021-11-19,2211
New Mexico,2021-11-19,1615
Nevada,2021-11-19,568
New York,2021-11-19,6510
Ohio,2021-11-19,5377
Oklahoma,2021-11-19,853
Oregon,2021-11-19,539
Pennsylvania,2021-11-19,6405
PR,2021-11-19,11
Rhode Island,2021-11-19,107
South Carolina,2021-11-19,512
South Dakota,2021-11-19,129
Tennessee,2021-11-19,1216
Texas,2021-11-19,2716
Utah,2021-11-19,1381
Virginia,2021-11-19,1543
Vermont,2021-11-19,389
Washington,2021-11-19,1315
Wisconsin,2021-11-19,2968
Wyoming,2021-11-19,201
Alaska,2021-11-20,165
Alabama,2021-11-20,310
Arkansas,2021-11-20,411
Arizona,2021-11-20,3528
California,2021-11-20,3598
Colorado,2021-11-20,2133
Connecticut,2021-11-20,4
District of Columbia,2021-11-20,1
Delaware,2021-11-20,344
Florida,2021-11-20,649
Georgia,2021-11-20,860
Guam,2021-11-20,15
Hawaii,2021-11-20,18
Iowa,2021-11-20,1
Idaho,2021-11-20,264
Illinois,2021-11-20,6650
Indiana,2021-11-20,2667
Kansas,2021-11-20,822
Kentucky,2021-11-20,861
Louisiana,2021-11-20,268
Massachusetts,2021-11-20,2008
Maryland,2021-11-20,1666
Maine,2021-11-20,298
Michigan,2021-11-20,2246
Minnesota,2021-11-20,2414
Missouri,2021-11-20,1305
Mississippi,2021-11-20,2
Montana,2021-11-20,239
North Carolina,2021-11-20,1454
North Dakota,2021-11-20,371
Nebraska,2021-11-20,280
New Hampshire,2021-11-20,6
New Jersey,2021-11-20,1916
New Mexico,2021-11-20,1570
Nevada,2021-11-20,453
New York,2021-11-20,4547
Ohio,2021-11-20,4217
Oklahoma,2021-11-20,628
Oregon,2021-11-20,739
Pennsylvania,2021-11-20,4245
PR,2021-11-20,9
Rhode Island,2021-11-20,2
South Carolina,2021-11-20,511
South Dakota,2021-11-20,139
Tennessee,2021-11-20,900
Texas,2021-11-20,992
Utah,2021-11-20,1108
Virginia,2021-11-20,1394
Vermont,2021-11-20,305
Washington,2021-11-20,1018
Wisconsin,2021-11-20,1827
Wyoming,2021-11-20,157
Alaska,2021-11-21,166
Alabama,2021-11-21,260
Arkansas,2021-11-21,389
Arizona,2021-11-21,2748
California,2021-11-21,3230
Colorado,2021-11-21,1875
Connecticut,2021-11-21,2
District of Columbia,2021-11-21,3
Delaware,2021-11-21,230
Florida,2021-11-21,612
Georgia,2021-11-21,691
Guam,2021-11-21,7
Hawaii,2021-11-21,12
Idaho,2021-11-21,205
Illinois,2021-11-21,5642
Indiana,2021-11-21,1871
Kansas,2021-11-21,845
Kentucky,2021-11-21,786
Louisiana,2021-11-21,244
Massachusetts,2021-11-21,1862
Maryland,2021-11-21,834
Maine,2021-11-21,285
Michigan,2021-11-21,2171
Minnesota,2021-11-21,2288
Missouri,2021-11-21,1185
Mississippi,2021-11-21,6
Montana,2021-11-21,223
North Carolina,2021-11-21,1207
North Dakota,2021-11-21,336
Nebraska,2021-11-21,273
New Jersey,2021-11-21,1864
New Mexico,2021-11-21,1032
Nevada,2021-11-21,439
New York,2021-11-21,4323
Ohio,2021-11-21,4112
Oklahoma,2021-11-21,497
Oregon,2021-11-21,703
Pennsylvania,2021-11-21,4074
PR,2021-11-21,10
Rhode Island,2021-11-21,1
South Carolina,2021-11-21,430
South Dakota,2021-11-21,106
Tennessee,2021-11-21,866
Texas,2021-11-21,3352
Utah,2021-11-21,884
Virginia,2021-11-21,1222
Vermont,2021-11-21,206
Washington,2021-11-21,817
Wisconsin,2021-11-21,1775
West Virginia,2021-11-21,1
Wyoming,2021-11-21,95
Alaska,2021-11-22,467
Alabama,2021-11-22,639
Arkansas,2021-11-22,671
Arizona,2021-11-22,3473
California,2021-11-22,5705
Colorado,2021-11-22,2535
Connecticut,2021-11-22,4
District of Columbia,2021-11-22,266
Delaware,2021-11-22,237
Florida,2021-11-22,735
Georgia,2021-11-22,595
Guam,2021-11-22,16
Hawaii,2021-11-22,22
Idaho,2021-11-22,483
Illinois,2021-11-22,6214
Indiana,2021-11-22,4573
Kansas,2021-11-22,1574
Kentucky,2021-11-22,1599
Louisiana,2021-11-22,486
Massachusetts,2021-11-22,3949
Maryland,2021-11-22,1708
Maine,2021-11-22,797
Michigan,2021-11-22,3988
Minnesota,2021-11-22,5600
Missouri,2021-11-22,2116
Mississippi,2021-11-22,10
Montana,2021-11-22,401
North Carolina,2021-11-22,2433
North Dakota,2021-11-22,465
Nebraska,2021-11-22,480
New Hampshire,2021-11-22,13
New Jersey,2021-11-22,3048
New Mexico,2021-11-22,1158
Nevada,2021-11-22,668
New York,2021-11-22,8319
Ohio,2021-11-22,7346
Oklahoma,2021-11-22,910
Oregon,2021-11-22,796
Pennsylvania,2021-11-22,8197
PR,2021-11-22,37
Rhode Island,2021-11-22,4
South Carolina,2021-11-22,1532
South Dakota,2021-11-22,156
Tennessee,2021-11-22,1649
Texas,2021-11-22,3957
Utah,2021-11-22,1835
Virginia,2021-11-22,1591
Vermont,2021-11-22,412
Washington,2021-11-22,1653
Wisconsin,2021-11-22,3460
West Virginia,2021-11-22,2
Wyoming,2021-11-22,228
Alaska,2021-11-23,374
Alabama,2021-11-23,455
Arkansas,2021-11-23,665
Arizona,2021-11-23,4277
California,2021-11-23,5259
Colorado,2021-11-23,2783
Connecticut,2021-11-23,2
District of Columbia,2021-11-23,82
Delaware,2021-11-23,288
Florida,2021-11-23,729
Georgia,2021-11-23,1158
Guam,2021-11-23,16
Hawaii,2021-11-23,21
Idaho,2021-11-23,369
Illinois,2021-11-23,6126
Indiana,2021-11-23,4104
Kansas,2021-11-23,1292
Kentucky,2021-11-23,1366
Louisiana,2021-11-23,404
Massachusetts,2021-11-23,3516
Maryland,2021-11-23,1782
Maine,2021-11-23,912
Michigan,2021-11-23,4049
Minnesota,2021-11-23,5118
Missouri,2021-11-23,2007
Mississippi,2021-11-23,6
Montana,2021-11-23,365
North Carolina,2021-11-23,2284
North Dakota,2021-11-23,452
Nebraska,2021-11-23,474
New Hampshire,2021-11-23,6
New Jersey,2021-11-23,2792
New Mexico,2021-11-23,1011
Nevada,2021-11-23,635
New York,2021-11-23,7486
Ohio,2021-11-23,6272
Oklahoma,2021-11-23,783
Oregon,2021-11-23,544
Pennsylvania,2021-11-23,7321
PR,2021-11-23,70
Rhode Island,2021-11-23,42
South Carolina,2021-11-23,1320
South Dakota,2021-11-23,116
Tennessee,2021-11-23,1417
Texas,2021-11-23,3201
Utah,2021-11-23,1461
Virginia,2021-11-23,1567
Vermont,2021-11-23,318
Washington,2021-11-23,1447
Wisconsin,2021-11-23,3438
Wyoming,2021-11-23,194
Alaska,2021-11-24,337
Alabama,2021-11-24,492
Arkansas,2021-11-24,734
Arizona,2021-11-24,4184
California,2021-11-24,5110
Colorado,2021-11-24,3194
Connecticut,2021-11-24,2
District of Columbia,2021-11-24,112
Delaware,2021-11-24,485
Florida,2021-11-24,812
Georgia,2021-11-24,945
Guam,2021-11-24,18
Hawaii,2021-11-24,16
Iowa,2021-11-24,2
Idaho,2021-11-24,341
Illinois,2021-11-24,5216
Indiana,2021-11-24,3584
Kansas,2021-11-24,1317
Kentucky,2021-11-24,1436
Louisiana,2021-11-24,382
Massachusetts,2021-11-24,2925
Maryland,2021-11-24,1711
Maine,2021-11-24,796
Michigan,2021-11-24,4916
Minnesota,2021-11-24,4930
Missouri,2021-11-24,2062
Mississippi,2021-11-24,5
Montana,2021-11-24,290
North Carolina,2021-11-24,2266
North Dakota,2021-11-24,509
Nebraska,2021-11-24,440
New Hampshire,2021-11-24,14
New Jersey,2021-11-24,3004
New Mexico,2021-11-24,1963
Nevada,2021-11-24,573
New York,2021-11-24,6997
Ohio,2021-11-24,6054
Oklahoma,2021-11-24,925
Oregon,2021-11-24,741
Pennsylvania,2021-11-24,6868
PR,2021-11-24,66
Rhode Island,2021-11-24,153
South Carolina,2021-11-24,696
South Dakota,2021-11-24,142
Tennessee,2021-11-24,1392
Texas,2021-11-24,3395
Utah,2021-11-24,1419
Virginia,2021-11-24,1792
Vermont,2021-11-24,323
Washington,2021-11-24,1366
Wisconsin,2021-11-24,3091
Wyoming,2021-11-24,171
Alaska,2021-11-25,47
Alabama,2021-11-25,188
Arkansas,2021-11-25,465
Arizona,2021-11-25,2471
California,2021-11-25,2507
Colorado,2021-11-25,1746
Connecticut,2021-11-25,3
District of Columbia,2021-11-25,4
Delaware,2021-11-25,502
Florida,2021-11-25,637
Georgia,2021-11-25,822
Guam,2021-11-25,2
Hawaii,2021-11-25,14
Idaho,2021-11-25,189
Illinois,2021-11-25,4448
Indiana,2021-11-25,1170
Kansas,2021-11-25,772
Kentucky,2021-11-25,834
Louisiana,2021-11-25,205
Massachusetts,2021-11-25,807
Maryland,2021-11-25,885
Maine,2021-11-25,269
Michigan,2021-11-25,1786
Minnesota,2021-11-25,1067
Missouri,2021-11-25,932
Mississippi,2021-11-25,3
Montana,2021-11-25,200
North Carolina,2021-11-25,1030
North Dakota,2021-11-25,363
Nebraska,2021-11-25,218
New Hampshire,2021-11-25,8
New Jersey,2021-11-25,2013
New Mexico,2021-11-25,1195
Nevada,2021-11-25,410
New York,2021-11-25,2922
Ohio,2021-11-25,3133
Oklahoma,2021-11-25,994
Oregon,2021-11-25,642
Pennsylvania,2021-11-25,2007
Rhode Island,2021-11-25,4
South Carolina,2021-11-25,603
South Dakota,2021-11-25,98
Tennessee,2021-11-25,707
Texas,2021-11-25,2190
Utah,2021-11-25,708
Virginia,2021-11-25,1454
Vermont,2021-11-25,143
Washington,2021-11-25,752
Wisconsin,2021-11-25,1511
Wyoming,2021-11-25,124
Alaska,2021-11-26,235
Alabama,2021-11-26,254
Arkansas,2021-11-26,661
Arizona,2021-11-26,2690
California,2021-11-26,4716
Colorado,2021-11-26,2246
District of Columbia,2021-11-26,8
Delaware,2021-11-26,242
Florida,2021-11-26,853
Georgia,2021-11-26,607
Guam,2021-11-26,9
Hawaii,2021-11-26,16
Idaho,2021-11-26,339
Illinois,2021-11-26,6064
Indiana,2021-11-26,3114
Kansas,2021-11-26,1375
Kentucky,2021-11-26,1338
Louisiana,2021-11-26,362
Massachusetts,2021-11-26,3058
Maryland,2021-11-26,1393
Maine,2021-11-26,369
Michigan,2021-11-26,2299
Minnesota,2021-11-26,3655
Missouri,2021-11-26,1946
Mississippi,2021-11-26,4
Montana,2021-11-26,254
North Carolina,2021-11-26,2219
North Dakota,2021-11-26,435
Nebraska,2021-11-26,289
New Hampshire,2021-11-26,6
New Jersey,2021-11-26,3070
New Mexico,2021-11-26,639
Nevada,2021-11-26,575
New York,2021-11-26,6427
Ohio,2021-11-26,6272
Oklahoma,2021-11-26,583
Oregon,2021-11-26,718
Pennsylvania,2021-11-26,6818
PR,2021-11-26,15
Rhode Island,2021-11-26,108
South Carolina,2021-11-26,1549
South Dakota,2021-11-26,87
Tennessee,2021-11-26,1485
Texas,2021-11-26,3207
Utah,2021-11-26,1383
Virginia,2021-11-26,1534
Vermont,2021-11-26,399
Washington,2021-11-26,1198
Wisconsin,2021-11-26,1948
West Virginia,2021-11-26,1
Wyoming,2021-11-26,161
Alaska,2021-11-27,126
Alabama,2021-11-27,223
Arkansas,2021-11-27,682
Arizona,2021-11-27,3249
California,2021-11-27,4591
Colorado,2021-11-27,2243
Connecticut,2021-11-27,2
District of Columbia,2021-11-27,8
Delaware,2021-11-27,265
Florida,2021-11-27,862
Georgia,2021-11-27,432
Guam,2021-11-27,6
Hawaii,2021-11-27,9
Idaho,2021-11-27,308
Illinois,2021-11-27,6619
Indiana,2021-11-27,2688
Kansas,2021-11-27,1271
Kentucky,2021-11-27,1327
Louisiana,2021-11-27,331
Massachusetts,2021-11-27,2915
Maryland,2021-11-27,1261
Maine,2021-11-27,306
Michigan,2021-11-27,2653
Minnesota,2021-11-27,3054
Missouri,2021-11-27,1771
Mississippi,2021-11-27,1
Montana,2021-11-27,211
North Carolina,2021-11-27,2008
North Dakota,2021-11-27,420
Nebraska,2021-11-27,302
New Hampshire,2021-11-27,7
New Jersey,2021-11-27,3036
New Mexico,2021-11-27,997
Nevada,2021-11-27,539
New York,2021-11-27,5778
Ohio,2021-11-27,5460
Oklahoma,2021-11-27,1008
Oregon,2021-11-27,968
Pennsylvania,2021-11-27,5258
PR,2021-11-27,8
Rhode Island,2021-11-27,7
South Carolina,2021-11-27,730
South Dakota,2021-11-27,78
Tennessee,2021-11-27,1244
Texas,2021-11-27,2429
Utah,2021-11-27,1146
Virginia,2021-11-27,1583
Vermont,2021-11-27,263
Washington,2021-11-27,1188
Wisconsin,2021-11-27,2005
Wyoming,2021-11-27,143
Alaska,2021-11-28,146
Alabama,2021-11-28,270
Arkansas,2021-11-28,650
Arizona,2021-11-28,3001
California,2021-11-28,4804
Colorado,2021-11-28,1712
Connecticut,2021-11-28,2
District of Columbia,2021-11-28,3
Delaware,2021-11-28,227
Florida,2021-11-28,922
Georgia,2021-11-28,497
Guam,2021-11-28,11
Hawaii,2021-11-28,25
Idaho,2021-11-28,282
Illinois,2021-11-28,7567
Indiana,2021-11-28,2404
Kansas,2021-11-28,1224
Kentucky,2021-11-28,1457
Louisiana,2021-11-28,407
Massachusetts,2021-11-28,2972
Maryland,2021-11-28,1559
Maine,2021-11-28,390
Michigan,2021-11-28,3371
Minnesota,2021-11-28,2861
Missouri,2021-11-28,1924
Mississippi,2021-11-28,2
Montana,2021-11-28,239
North Carolina,2021-11-28,2132
North Dakota,2021-11-28,444
Nebraska,2021-11-28,389
New Hampshire,2021-11-28,9
New Jersey,2021-11-28,3433
New Mexico,2021-11-28,781
Nevada,2021-11-28,568
New York,2021-11-28,5979
Ohio,2021-11-28,5888
Oklahoma,2021-11-28,798
Oregon,2021-11-28,953
Pennsylvania,2021-11-28,5428
PR,2021-11-28,5
Rhode Island,2021-11-28,2
South Carolina,2021-11-28,774
South Dakota,2021-11-28,67
Tennessee,2021-11-28,1268
Texas,2021-11-28,2902
Utah,2021-11-28,1093
Virginia,2021-11-28,1809
Vermont,2021-11-28,281
Washington,2021-11-28,1226
Wisconsin,2021-11-28,2152
Wyoming,2021-11-28,150
Alaska,2021-11-29,396
Alabama,2021-11-29,592
Arkansas,2021-11-29,907
Arizona,2021-11-29,3999
California,2021-11-29,9007
Colorado,2021-11-29,2867
Connecticut,2021-11-29,2
District of Columbia,2021-11-29,269
Delaware,2021-11-29,275
Florida,2021-11-29,1172
Georgia,2021-11-29,888
Guam,2021-11-29,14
Hawaii,2021-11-29,27
Idaho,2021-11-29,531
Illinois,2021-11-29,8699
Indiana,2021-11-29,7045
Kansas,2021-11-29,2368
Kentucky,2021-11-29,2364
Louisiana,2021-11-29,672
Massachusetts,2021-11-29,6177
Maryland,2021-11-29,2351
Maine,2021-11-29,854
Michigan,2021-11-29,5578
Minnesota,2021-11-29,6965
Missouri,2021-11-29,3441
Mississippi,2021-11-29,8
Montana,2021-11-29,363
North Carolina,2021-11-29,3954
North Dakota,2021-11-29,562
Nebraska,2021-11-29,538
New Hampshire,2021-11-29,10
New Jersey,2021-11-29,4873
New Mexico,2021-11-29,1248
Nevada,2021-11-29,831
New York,2021-11-29,11512
Ohio,2021-11-29,9511
Oklahoma,2021-11-29,1012
Oregon,2021-11-29,1026
Pennsylvania,2021-11-29,10670
PR,2021-11-29,50
Rhode Island,2021-11-29,1243
South Carolina,2021-11-29,1119
South Dakota,2021-11-29,25
Tennessee,2021-11-29,2362
Texas,2021-11-29,3198
Utah,2021-11-29,2017
Virginia,2021-11-29,2245
Vermont,2021-11-29,540
Washington,2021-11-29,2065
Wisconsin,2021-11-29,3579
West Virginia,2021-11-29,1
Wyoming,2021-11-29,300
Alaska,2021-11-30,315
Alabama,2021-11-30,656
Arkansas,2021-11-30,807
Arizona,2021-11-30,5056
California,2021-11-30,7710
Colorado,2021-11-30,2838
Connecticut,2021-11-30,2
District of Columbia,2021-11-30,135
Delaware,2021-11-30,565
Florida,2021-11-30,6511
Georgia,2021-11-30,1224
Guam,2021-11-30,11
Hawaii,2021-11-30,23
Idaho,2021-11-30,477
Illinois,2021-11-30,8345
Indiana,2021-11-30,6144
Kansas,2021-11-30,1989
Kentucky,2021-11-30,1994
Louisiana,2021-11-30,499
Massachusetts,2021-11-30,5621
Maryland,2021-11-30,2225
Maine,2021-11-30,997
Michigan,2021-11-30,3723
Minnesota,2021-11-30,6159
Missouri,2021-11-30,3179
Mississippi,2021-11-30,7
Montana,2021-11-30,296
North Carolina,2021-11-30,3324
North Dakota,2021-11-30,484
Nebraska,2021-11-30,446
New Hampshire,2021-11-30,18
New Jersey,2021-11-30,4177
New Mexico,2021-11-30,1377
Nevada,2021-11-30,668
New York,2021-11-30,10574
Ohio,2021-11-30,9603
Oklahoma,2021-11-30,1248
Oregon,2021-11-30,924
Pennsylvania,2021-11-30,9935
PR,2021-11-30,14
Rhode Island,2021-11-30,99
South Carolina,2021-11-30,865
South Dakota,2021-11-30,6
Tennessee,2021-11-30,2087
Texas,2021-11-30,3282
Utah,2021-11-30,1555
Virginia,2021-11-30,2417
Vermont,2021-11-30,479
Washington,2021-11-30,1824
Wisconsin,2021-11-30,4363
Wyoming,2021-11-30,146
Alaska,2021-12-01,250
Alabama,2021-12-01,697
Arkansas,2021-12-01,846
Arizona,2021-12-01,4369
California,2021-12-01,8212
Colorado,2021-12-01,3031
Connecticut,2021-12-01,2
District of Columbia,2021-12-01,131
Delaware,2021-12-01,638
Florida,2021-12-01,1170
Georgia,2021-12-01,1363
Guam,2021-12-01,9
Hawaii,2021-12-01,31
Iowa,2021-12-01,1
Idaho,2021-12-01,522
Illinois,2021-12-01,6738
Indiana,2021-12-01,5748
Kansas,2021-12-01,1741
Kentucky,2021-12-01,1935
Louisiana,2021-12-01,521
Massachusetts,2021-12-01,5315
Maryland,2021-12-01,2911
Maine,2021-12-01,933
Michigan,2021-12-01,4524
Minnesota,2021-12-01,5711
Missouri,2021-12-01,3154
Mississippi,2021-12-01,2
Montana,2021-12-01,243
North Carolina,2021-12-01,3599
North Dakota,2021-12-01,472
Nebraska,2021-12-01,535
New Hampshire,2021-12-01,22
New Jersey,2021-12-01,4260
New Mexico,2021-12-01,1924
Nevada,2021-12-01,780
New York,2021-12-01,10511
Ohio,2021-12-01,8291
Oklahoma,2021-12-01,1262
Oregon,2021-12-01,830
Pennsylvania,2021-12-01,9874
PR,2021-12-01,23
Rhode Island,2021-12-01,84
South Carolina,2021-12-01,970
South Dakota,2021-12-01,6213
Tennessee,2021-12-01,2036
Texas,2021-12-01,3731
Utah,2021-12-01,1606
Virginia,2021-12-01,2558
Vermont,2021-12-01,440
Washington,2021-12-01,1606
Wisconsin,2021-12-01,4079
Wyoming,2021-12-01,177
Alaska,2021-12-02,218
Alabama,2021-12-02,593
Arkansas,2021-12-02,846
Arizona,2021-12-02,3887
California,2021-12-02,6932
Colorado,2021-12-02,2533
Connecticut,2021-12-02,6
District of Columbia,2021-12-02,243
Delaware,2021-12-02,724
Florida,2021-12-02,968
Georgia,2021-12-02,1318
Guam,2021-12-02,10
Hawaii,2021-12-02,25
Iowa,2021-12-02,1
Idaho,2021-12-02,394
Illinois,2021-12-02,6268
Indiana,2021-12-02,5633
Kansas,2021-12-02,1705
Kentucky,2021-12-02,1891
Louisiana,2021-12-02,432
Massachusetts,2021-12-02,5284
Maryland,2021-12-02,1806
Maine,2021-12-02,877
Michigan,2021-12-02,5383
Minnesota,2021-12-02,4941
Missouri,2021-12-02,2951
Mississippi,2021-12-02,3
Montana,2021-12-02,202
North Carolina,2021-12-02,3172
North Dakota,2021-12-02,376
Nebraska,2021-12-02,428
New Hampshire,2021-12-02,13
New Jersey,2021-12-02,4422
New Mexico,2021-12-02,2165
Nevada,2021-12-02,649
New York,2021-12-02,9743
Ohio,2021-12-02,7574
Oklahoma,2021-12-02,1133
Oregon,2021-12-02,658
Pennsylvania,2021-12-02,9271
PR,2021-12-02,17
